dicom_path,pixel_read_success,pixel_read_error,file_sha256,pixel_sha256,pixel_dtype,pixel_height,pixel_width,pixel_min,pixel_max,pixel_mean,pixel_std,nonzero_fraction,is_constant
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22580520_2a5b932da4ce5ca1_MG_L_CC_ANON.dcm,True,,8e366c531b1ea8233919ca099a329cea0156c51d72d8e860f38f1d28a0959034,9b8648e95ad93b7aff987e87097be81db8a8293138c789bb069026d02adf609a,uint16,3328,2560,0.0,2349.0,382.90948486328125,645.4751586914062,0.2702947763296274,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22580548_2a5b932da4ce5ca1_MG_R_ML_ANON.dcm,True,,e5166b1eba57628956e0116750cd47c03d809fe55700a31890d464605849c247,8f50337531350712d01707446b015dbe6449f84ba0cd2e0290f8c1524bcda75c,uint16,3328,2560,0.0,2307.0,549.26611328125,716.4776000976562,0.37790996844951924,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22580576_2a5b932da4ce5ca1_MG_L_ML_ANON.dcm,True,,997553a4e75787267b7b8f71be5988e68f5e5847a694271096e4ee1ff695930e,fd4920f890cb610983c344a702a3d8e920b7ec660a0803140b82a6492fa78a7f,uint16,3328,2560,0.0,2471.0,536.9931030273438,702.012451171875,0.37950638991135816,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22580654_fe7d005dcbbfb46d_MG_R_CC_ANON.dcm,True,,db6bfe21f90ba8b2016c1ad6c967d40997bf7ce2c114788faa609807e0a3ed42,0e4d954bae12f8952d21e903dd79b271c8c75818137fff0099f74873a54c3c19,uint16,4084,3328,0.0,2324.0,344.44989013671875,615.6898803710938,0.25022241757232727,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22580680_fe7d005dcbbfb46d_MG_L_CC_ANON.dcm,True,,1a4cd169f95d7a268f9103b645226e882c4b3d5a668176e284f60681e5c4348b,6081b7af84e6150ee60136c8ee6c8095afbd7e65afb1460cc3795edf6693d684,uint16,4084,3328,0.0,2354.0,298.79229736328125,603.6370239257812,0.19834092530418895,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22580706_fe7d005dcbbfb46d_MG_R_ML_ANON.dcm,True,,1b75d3b819aca097c28be11eb8a14ce827c19a2cbc3f1abd350df7f8ef9ab9df,f6dae66690163a87dcb2e51df36fcc4c04dbda483069937658d720dc7f762139,uint16,4084,3328,0.0,2887.0,559.9058837890625,704.2409057617188,0.41762647856550894,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22580732_fe7d005dcbbfb46d_MG_L_ML_ANON.dcm,True,,886fc6e813c988c7c68a26bf871eb50d66925233f44089427de069f9e2d89768,d9143132324633b3d24a756a80b9f5cda4fb9f652e0ee8995d7d03d6539f6d03,uint16,4084,3328,0.0,2536.0,414.59808349609375,662.6599731445312,0.2871504299141113,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22613624_dcafa6ba6374ec07_MG_R_CC_ANON.dcm,True,,875df67efd28f68174038738c08ae183369d84c2e6345904bb77fcf21d2c942e,73276b6a4956608b88c48d94c71eb6c83e8c5f6d86dbd23f6885b0649e59bac8,uint16,4084,3328,0.0,2296.0,368.023193359375,647.3760986328125,0.24667580273393355,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22613650_dcafa6ba6374ec07_MG_L_CC_ANON.dcm,True,,cc9d17f68a101fc524fd14769f93ac1f6e54fbf42d7fd4281b00b4b066057bbd,2ad181a9429a152679a807979bb97155c40e4127e25f39246c0b5233595fe919,uint16,4084,3328,0.0,2856.0,333.0350036621094,630.1768188476562,0.2222664490412868,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22613676_dcafa6ba6374ec07_MG_R_ML_ANON.dcm,True,,81b621bac4729eaaca24283a2190e341cda3e751204a893b9789ebcbe46b6bc4,ece4930a83f6bc2f619421a6c00f8832862324a4f42bc4a5a33f632886561011,uint16,4084,3328,0.0,2710.0,440.2819519042969,678.5648193359375,0.3013563130980185,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22613702_dcafa6ba6374ec07_MG_L_ML_ANON.dcm,True,,c4e9ed70e6aca2b6fceca1efb9671229f8ea0492631f760c15048b25703e7163,6b6df8b3962a645ea948806b33ba329c7f0a56695b5ee1872ffd32c69a34d07e,uint16,4084,3328,0.0,2644.0,377.6071472167969,644.8270263671875,0.2631785538546297,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22613770_45c7f44839fd9e68_MG_R_CC_ANON.dcm,True,,fcca0e023fc22b4b9e9eb09b82dda449689d9a01695d65847d913be27d3c75c3,96ad5a3070664ec8dc449fc648fd28adffc84b768528d427627bbf48a6d4777d,uint16,4084,3328,0.0,2904.0,361.41357421875,654.4781494140625,0.23949156064002108,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22613796_45c7f44839fd9e68_MG_L_CC_ANON.dcm,True,,878b1d4ed2749c1c74d563909c17af487b685b1e25a630e98c23777944698ff0,66180520fdcdcb1f172439de6d63e8d5f57bb3fa748fb56c285a3c6e9e0b97a9,uint16,4084,3328,0.0,2450.0,407.9146728515625,683.4517822265625,0.26506178249547957,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22613822_45c7f44839fd9e68_MG_R_ML_ANON.dcm,True,,c5fff3bc0a9b75fe192fe78a334a00f0dcd813129d21c46abb64829b44d2cabd,6c3cbe5dc20734e248a7b72d6468f4e5ef03c816487bf4da6463d75d5678a424,uint16,4084,3328,0.0,2631.0,392.4740905761719,649.7489013671875,0.2729107757524674,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22613848_45c7f44839fd9e68_MG_L_ML_ANON.dcm,True,,cc9b5cc5449270c17f84e3441d5cee85eefece7e26c655f2cc07ca2a027a858d,b59fe2f04a6bd39153243613156aa9a32626e97eb600babe67e336f6deea4b59,uint16,4084,3328,0.0,2593.0,442.3656921386719,696.2141723632812,0.2903607329023205,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22613918_f23fa352e7de3dc7_MG_R_CC_ANON.dcm,True,,2d2c51485a898c11594dbcc9e370b1d26612f222346ea975dabd5d0d9f3ee7e1,35c67e09ed41263723a702dcde9a17360354e0aa9bd386b24872101332b7e12b,uint16,3328,2560,0.0,2262.0,368.0007019042969,650.740478515625,0.24464205228365385,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22613944_f23fa352e7de3dc7_MG_L_CC_ANON.dcm,True,,6d311ec8c3571be356e939924d061b1abb29f09f05a5d9e6510cf7ba490cfba3,484bc8c06c38ae006fd9d0f6a296259c1247eba539527b3760ba5431e9b12f18,uint16,3328,2560,0.0,2359.0,349.44769287109375,642.0758056640625,0.23073589618389423,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22613970_f23fa352e7de3dc7_MG_R_ML_ANON.dcm,True,,0b50c051230183859433eefafac84f423906898b70af3591d60c97e77a443f19,10e580ae40aea54ee22d9afc7aae988089d183077f1a41f44246424aaed0c6bc,uint16,3328,2560,0.0,2412.0,502.3294982910156,718.822265625,0.3329979529747596,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22613996_f23fa352e7de3dc7_MG_L_ML_ANON.dcm,True,,7abaf59ed638a67a3f0fecfc2abc81090ef8a074ba364974196417ec09b14d80,3bff35e02fa92b5db141f9e9718ff110e87ccb99c2d49a3b49636cd79185cdf0,uint16,3328,2560,0.0,2625.0,432.0892639160156,679.6697998046875,0.29150296724759617,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22614074_6bd24a0a42c19ce1_MG_R_CC_ANON.dcm,True,,a1825ef12b8ebcc54fe6971a97f0e78cf123c0363636b760c3a80900d3754567,8c91ded5d9c64aba6bc2444b8d7419389b6cfe12cfc25b9d0d44b2f638f6028e,uint16,4084,3328,0.0,4048.0,766.182373046875,752.677490234375,0.5169653914431552,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22614097_6bd24a0a42c19ce1_MG_L_CC_ANON.dcm,True,,10c3c2290c950214d5e7ce06190bb7f92275344391f7635851ff1fbca2463444,0b42213a1b45251900407f335b5a68faab6e3d284a150e608675e2b37009a12f,uint16,4084,3328,0.0,3765.0,807.5191650390625,747.1565551757812,0.5449588097076773,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22614127_6bd24a0a42c19ce1_MG_R_ML_ANON.dcm,True,,59f214f4ed7d60f4f3bed482f4e98ae6f3b35270b1fa2e6e1ce2c8b85ead58b1,baf52d6c1fc55d9e185a9799c164f3640091c9167874c721c93e0da6e259f56b,uint16,4084,3328,0.0,2590.0,784.001708984375,753.041259765625,0.5289365040872448,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22614150_6bd24a0a42c19ce1_MG_L_ML_ANON.dcm,True,,37a3917039f32fd1fda4e856bf00f229fd12273dbae7fce53bbd8984eb61cb25,8af7bf2769004b28d2145829788303fc6284b4ffe80c08a5bc42b9fe5aad9795,uint16,4084,3328,0.0,3388.0,711.9344482421875,738.9008178710938,0.4898155854460182,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22614236_1e5c3af078f74b05_MG_L_CC_ANON.dcm,True,,47a86f2da13a788c85253d5e84aeff3b4ff557ea04c9e4930d402a7cd7fba08f,ba006517b2c5bb839bea95bf9e296d1779b1e0d64f02439735f312f547d7fd54,uint16,3328,2560,0.0,2522.0,417.4668273925781,662.669677734375,0.28881812462439904,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22614266_1e5c3af078f74b05_MG_L_ML_ANON.dcm,True,,3bf4b77e7d324dd9f37a949fdbdf78a149176081581a4ae811a6cf91e146dd3a,b104630a9f36f9a3eb57a631f6d6f726f400394eaa5eecc3c9b9db552469b6b6,uint16,3328,2560,0.0,2991.0,597.6942138671875,743.01513671875,0.4070635282076322,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22614353_d065adcb9905b973_MG_R_CC_ANON.dcm,True,,0bd50e2f22e73c36d4a6915f0adea9a318b568fdf97fac7e0d4fdc68be82a573,4917cd8655cd24caff4819cf2099a1a9364219947e656fdfcd54bb298d122991,uint16,3328,2560,0.0,2551.0,529.8341674804688,720.7175903320312,0.3539819570688101,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22614379_d065adcb9905b973_MG_L_CC_ANON.dcm,True,,484f2e7249e0262a8716963448f6065f45ba1f81401dda5cb3a5bb4915c3167e,382719674d26e8979876cfd4a13208796eedcd2f2066d9444257f73bb9d35d84,uint16,3328,2560,0.0,2772.0,603.3939819335938,752.9096069335938,0.39719226543719954,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22614405_d065adcb9905b973_MG_R_ML_ANON.dcm,True,,4b4b8bef456c6c09baa60add353f05dc1301d177f867e9f7edec66ea5d1d8008,740b196c07d599865797358daa4a5c4235a5a18cbd1d8d03a42ad8d5589abd0b,uint16,3328,2560,0.0,3338.0,708.6719970703125,755.9365234375,0.47517418494591346,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22614431_d065adcb9905b973_MG_L_ML_ANON.dcm,True,,b7dde51e4b02a15b2c7d4faf5146d1d366d3842f4c541c247dc24329ba800303,a0b9b68d7f0f2267864ce48d676076a4eb090f5d93c87129f5cd9efed3334a01,uint16,3328,2560,0.0,2736.0,744.8140869140625,766.6892700195312,0.4935391939603365,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22614499_2dec4948fbe6336d_MG_R_CC_ANON.dcm,True,,bde8d496c18606e4bce8395fae031f796513c90a13d1d2f13a24ad1986ea885b,d400994176d1e425bc13ead31c432bbe876079d4b86c23b7926c97f3c8a4c893,uint16,3328,2560,0.0,2747.0,505.05908203125,691.5519409179688,0.35468186598557694,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22614522_2dec4948fbe6336d_MG_L_CC_ANON.dcm,True,,887e00e2984a9080fa45b7f57b4ddfe7ef316a398ff91d00290017a5c9ac05b3,977ea43c3762eaded2c18ecbe4b0686f1d63b501c7ad1dff964bd9ffe8c68297,uint16,3328,2560,0.0,2360.0,575.7747802734375,710.4153442382812,0.4044629610501803,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22614545_2dec4948fbe6336d_MG_R_ML_ANON.dcm,True,,99269c1328c70fd8ff87e60a4a3f5e5a50d7324c280c50aca50352766092a9d7,950c4c8535b745e287fa48a1046b1f207f19fe0aabdda7ad8872cff401cf1276,uint16,3328,2560,0.0,2725.0,628.2100830078125,701.2860107421875,0.4565940270057091,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22614568_2dec4948fbe6336d_MG_L_ML_ANON.dcm,True,,627c31d0811ba5aeda47f68e59201efc7dc46cbf2acb8ed56a03af9fba39a432,ae0005af59414a89b5726c97b5bef1777cc1da1516c091799441f85db28d1cd0,uint16,3328,2560,0.0,2464.0,647.7457885742188,699.1561889648438,0.4749760554387019,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670094_e1f51192f7bf3f5f_MG_R_CC_ANON.dcm,True,,5c29693335e37eb8ed334d8cc36af32bdb264b66b91fba3fa705967dab826216,b42a20e05abc6653d38a798c9de51e71f506857988e710ee9edacd9449034c20,uint16,4084,3328,0.0,2447.0,438.6881408691406,687.0690307617188,0.2923813262826791,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670124_e1f51192f7bf3f5f_MG_L_CC_ANON.dcm,True,,c8046aea2233f0e20843d95939f5f25826483e31021992f37d0e9834b353701e,31e2241291dc55fe29a40786a5c783418d678a1c5196f482a45cf4b0bd91b9b9,uint16,4084,3328,0.0,2667.0,459.46466064453125,690.0039672851562,0.30985916840107736,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670147_e1f51192f7bf3f5f_MG_R_ML_ANON.dcm,True,,404bd8b8cafa3593b6128831fbb5999ccf0586a7a1a71479c7c13a56c388bf2e,ca8a495514cfd75e85a6220f220abe7dd9e3fc3794d5cecb28f9a0ded906a074,uint16,4084,3328,0.0,2512.0,469.65093994140625,696.9327392578125,0.3177275854883975,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670177_e1f51192f7bf3f5f_MG_L_ML_ANON.dcm,True,,2d5a5243596243b22fdd86e48fbd44b446c374d8b5f48ba03287e55db6531e1e,c524e1603c0e158d86a87f4531744e95a6d716dae3bcb576b884ac6c42732d6c,uint16,4084,3328,0.0,2793.0,484.8243408203125,693.846435546875,0.3334937025587659,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670278_98429c0bdf78c0c7_MG_R_CC_ANON.dcm,True,,7b9ef8cab729878d638c6fae6f0fbea6879a589acfc0e51aa5e00764403a7f76,edea7586782d17afd26bc59d237eceadd4ffa6c7690e067390a4f9d5f3ae5c7f,uint16,3328,2560,0.0,3523.0,461.41864013671875,707.0374145507812,0.3006006094125601,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670301_98429c0bdf78c0c7_MG_L_CC_ANON.dcm,True,,5a7cd77166bca974d361bfcf7f63f5604254af0832b7adcb828b19a8a417fe12,d2df7f422f3232a6e516d51f95198d8b5e08791a13c22b1ca708320c8f9e6ba9,uint16,3328,2560,0.0,2458.0,420.6540832519531,687.9382934570312,0.27340087890625,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670324_98429c0bdf78c0c7_MG_R_ML_ANON.dcm,True,,ec024af9fcbc8bf0f7b466791469a5af6bb38bf51379b424933964f028d39906,b50190d774d57c9764ced27663789c082a1935495fc2417b163d5e0b91d4311f,uint16,3328,2560,0.0,3562.0,517.8884887695312,721.1838989257812,0.34258892352764425,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670347_98429c0bdf78c0c7_MG_L_ML_ANON.dcm,True,,8e86e6047840817ee93b429c674b29f4b818175ff8dc3be1d5331310b5dae086,7828363b24dcac84e73e4302bd09590b34177ae34276c076f8d43849164347c2,uint16,3328,2560,0.0,2506.0,493.4291076660156,716.68701171875,0.3232789259690505,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670442_7e677f3d530e41ed_MG_R_CC_ANON.dcm,True,,99cc3999d415f527b29e07fbf11b9b5f68a2fe9bdfe3d59fa03f37d7b84d82df,9013b171b375d3dbd9bec571ffa0c823308cdac2de9a3fa37500b2f3ac8bc73e,uint16,3328,2560,0.0,2097.0,295.85260009765625,589.53125,0.2044036865234375,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670465_7e677f3d530e41ed_MG_L_CC_ANON.dcm,True,,5c67500022319b935a675d4e4ffbaf4f910b997ffaa001c25e235bab0cd0150e,26ccb9c8bcfdc03100fdaaf0062ba5e263cef5aecd0d40989de4886d57a7dea0,uint16,3328,2560,0.0,2820.0,389.8692932128906,644.87060546875,0.27642047588641827,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670488_7e677f3d530e41ed_MG_R_ML_ANON.dcm,True,,470cc835cb07755d468caa29468b1fb1215064bce64ade2a5df7e41d7b8badee,37099007d9802966c047f00322d3fb5e4ccb968d471b03608337dfc5e0ab064c,uint16,3328,2560,0.0,2350.0,495.5118103027344,676.151123046875,0.35888343224158653,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670511_7e677f3d530e41ed_MG_L_ML_ANON.dcm,True,,5b5932fbf0031b2aa6e47645d84053663b04564610def895111645fd435c065e,5c2af64aae29f23217d8fd64b1603ef5882f817bc08f66a3e5f4814a086a6a7a,uint16,3328,2560,0.0,2841.0,546.089599609375,689.0929565429688,0.3998329749474159,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670620_e15a16f87b4f9782_MG_R_CC_ANON.dcm,True,,a6cf04eb9630b63d5fe156c2d5115ec6cce2a8b413c55286d88f18279b686e25,1bf83eeeabdf25fd4769d59d1d836aebf46887a147b2d12c3831935c22682c55,uint16,4084,3328,0.0,2213.0,448.3672180175781,679.7059936523438,0.30917315402979734,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670643_e15a16f87b4f9782_MG_L_CC_ANON.dcm,True,,2c7cf0e9d728c2cbbf08ecfcf8b819d2297728fbd6bbe82e2c63065fff2bc060,97b92d66c83c70728dbe11fcd22be8e45262fef15dbfdf0cbfe7aa649a78dcfe,uint16,4084,3328,0.0,2594.0,450.2054138183594,686.4855346679688,0.30541920451762977,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670673_e15a16f87b4f9782_MG_R_ML_ANON.dcm,True,,466f957ede4de2907b0168c3feed00bf12749ef02bbf6cd8cb0d1e63024f1b7c,4924cef65e14c472072bba7b42e3410a5643d5e789a4fee5da7aa11bb359a2f1,uint16,4084,3328,0.0,2503.0,562.17724609375,720.1348266601562,0.3898995493671363,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670703_e15a16f87b4f9782_MG_L_ML_ANON.dcm,True,,07997ca954affe6e8e4dd88b88784534d92d0ed4246bb404aed64c8d8c63efc1,976932659e3879fc2e5400e67fd23899ff9d9b214837935960c59b0754470fbe,uint16,4084,3328,0.0,3139.0,565.4465942382812,725.2930297851562,0.3908299066949823,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670809_0b7396cdccacca82_MG_R_CC_ANON.dcm,True,,2b3054412a3545c39ef5b28f5659fdbb15757d69fd9cdc6af0527a64400e9c40,0dd31ba759443a994b23cb1427cceccaa7fb9654f4d0c9ad658c0b04c4d41e48,uint16,4084,3328,0.0,4063.0,309.73260498046875,611.354736328125,0.20628446258381677,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670832_0b7396cdccacca82_MG_L_CC_ANON.dcm,True,,e43a99bd508a7d8e87df018beea413b731e5b18646f64277da8a5d0276014524,122c504be2981af59804f3da9ce1632cd7b57f696f72be46928228af59f3bccb,uint16,4084,3328,0.0,2115.0,370.18902587890625,653.3684692382812,0.24412730790420403,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670855_0b7396cdccacca82_MG_R_ML_ANON.dcm,True,,b0be1ba8fe1a400ba9e81eeffb732ccca21ac1e4423ebad078581307604b5a39,96cb1a08ea4234dbe9a6664133fc5d178b5636cf97dc081e1ca6def961e22609,uint16,4084,3328,0.0,4073.0,446.7524719238281,700.9622192382812,0.29410195391961125,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670878_0b7396cdccacca82_MG_L_ML_ANON.dcm,True,,175470b6b66a221db3b3d311bd7059cf41b32815481ef7057d9a073b5b221e0c,25efcc7e76cf4798947d714158b7bc3101eabbd7c495c538a2036282ed2dca31,uint16,4084,3328,0.0,2875.0,385.722900390625,655.8768920898438,0.2590286230740978,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22670978_f571fd4e63c718e3_MG_L_CC_ANON.dcm,True,,f09bd03369974da9b94de45aabe627e2d8c857ad14fd2b17303184e97b25d44d,8d57c24d9eb122a51ed52a8364843f50fe7207d61ed20e4c023e7b700c53f296,uint16,3328,2560,0.0,2201.0,336.319091796875,618.727294921875,0.23190777118389422,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22671003_f571fd4e63c718e3_MG_L_ML_ANON.dcm,True,,d3ad8a323fd3c9dd127966642337ef2c8888775b5c49be0c4e3f8b6fe492fae4,aaf5b5e1e238596bdcd9a7b9f991a2685b0c48cb3a44b283d234436d1016495e,uint16,3328,2560,0.0,2121.0,385.4468078613281,635.8401489257812,0.2754096397986779,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22678449_60995d51033e24b8_MG_R_CC_ANON.dcm,True,,3dbba23fdb8e9dc899c30655d633002c8461ec4a0def8839afdc799d20d233a7,205f6e0a46c1856299f4868159ec25fcdf42dfa4803ccf875c2011ab637544fa,uint16,3328,2560,0.0,3658.0,392.23919677734375,660.8795776367188,0.2641801100510817,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22678472_60995d51033e24b8_MG_L_CC_ANON.dcm,True,,5ab28ab36d1b67d4e6a82a04371fbea665dcb39d89d823682bab77b9efb5df67,79a83282b7f2a96d9c37aaca32c0c2fd7a48df4e069ff2db22fee72f4f1d217c,uint16,3328,2560,0.0,3371.0,317.0796203613281,607.4326171875,0.218585205078125,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22678495_60995d51033e24b8_MG_R_ML_ANON.dcm,True,,8320f46bf94dd5ee08083dd294383b76ad304eebbc3a12fc124e829d0b8235b3,98ad5fd6cf035d5480d595dbce5910c0cbacde2c904488a7c891579fed1deec2,uint16,3328,2560,0.0,3841.0,571.2307739257812,740.6586303710938,0.3812598595252404,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22678518_60995d51033e24b8_MG_L_ML_ANON.dcm,True,,5d03c81525c926f3d252c52e4adb3c4f35be4f84cf9dee54eb5cd0d326a2bf21,b08ea6e72b0a7e0b02068d84d29ebc5de5146b5788a89a83bf30ce107a355643,uint16,3328,2560,0.0,3000.0,447.5858459472656,668.8621826171875,0.3176186194786659,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22678622_61b13c59bcba149e_MG_R_CC_ANON.dcm,True,,e6f0a0f25f387032b8dcb4a19821d4beab0a7cc28bf4bfcebffcd0d86c7fb6bf,9780071d0e74dff1b48860ec00448decc85070af13cedf494d679b8919dc39c2,uint16,3328,2560,0.0,2427.0,181.41311645507812,497.9992980957031,0.11826946551983174,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22678646_61b13c59bcba149e_MG_L_CC_ANON.dcm,True,,098660d86a835b9d95b0ca536890f104856e3a3a63522da324cdb9cbdd514f90,0a8263eff9854d995c56d75f42ce3111bf6b00d148b931291049c517c7f02c20,uint16,3328,2560,0.0,2287.0,214.2882537841797,532.4954223632812,0.14062570425180287,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22678670_61b13c59bcba149e_MG_R_ML_ANON.dcm,True,,f785c4b5f49bbbff63a8d29d84a55a1ea3ca7698e63352648121f0f8479b973e,a1f4a77494e97223873b8e9e346f4330ecb444337431ec8c9c3341401ab088c9,uint16,3328,2560,0.0,2099.0,297.9482421875,607.5133666992188,0.19609046349158654,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22678694_61b13c59bcba149e_MG_L_ML_ANON.dcm,True,,f7c8fd51e3fab4211e7bf86ba3823b568d6c51a8b6b13099e214d27712d7d520,4e417b673d108235edff99c5aa74305562175d162a5eeea9854ded29463db268,uint16,3328,2560,0.0,1998.0,287.3754577636719,594.8618774414062,0.19127267690805289,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22678787_64a22c47765f0c5c_MG_R_CC_ANON.dcm,True,,747f02c97d9e1e81b03fb42317eba8af3cc389b774229c157f7b580128caedb9,deac606e5798aa07e2e8d1760a2143c028b24dc48c8e2a0f937a1e1249288b21,uint16,3328,2560,0.0,3211.0,534.4266357421875,706.9356079101562,0.37559110201322116,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22678810_64a22c47765f0c5c_MG_L_CC_ANON.dcm,True,,fffc2c53cf4149c0354a68c0dae188ee185c3313942459e369151046d991d937,8d3752e35b02a374139cd90f4bac0f43dd6d21400aad65fea09a911596c3281d,uint16,3328,2560,0.0,3565.0,388.2954406738281,653.9313354492188,0.2684301523061899,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22678833_64a22c47765f0c5c_MG_R_ML_ANON.dcm,True,,db34fa6e8222592ca08e672f6061f41783b57a2fe0e0ddd15b3469f50ea2ee76,eb7a2612110bee9228aefeba20ebf2dc69d5c4c2806402914f2b6152dbf9889b,uint16,3328,2560,0.0,2963.0,611.8511962890625,711.9290161132812,0.43976111778846155,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22678856_64a22c47765f0c5c_MG_L_ML_ANON.dcm,True,,0d8b2cb924d72f687f15d082112a357f0649481fe4445332ffd22efc259c6b10,2f88174247e7655608500d3cd8a5063c2176436aac0dd88eafcd49ce28ff6bb3,uint16,3328,2560,0.0,3821.0,479.4551696777344,668.2351684570312,0.3567151583158053,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22678953_b9a4da5f2dae63a9_MG_R_CC_ANON.dcm,True,,82692a5ccbcfe8500868a4f88584f562892422e6b2ec99fae6a43796ee472277,6e24cd2f184a99bc6d5fecb8f959b89c447b03c27b68afa06ac185da0f2942ae,uint16,4084,3328,0.0,2612.0,356.73406982421875,628.7168579101562,0.24848589771057786,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22678980_b9a4da5f2dae63a9_MG_L_CC_ANON.dcm,True,,86092540265f3b70847334b22afda1f595b94f8787a30fb8299458f1d6ac4278,78c8b78f09a459ff660e04cb19ecda4534546bbcb08a4fa1edc012e09ff87128,uint16,4084,3328,0.0,2471.0,407.5304870605469,656.3262329101562,0.2855562043245687,False
/content/external_datasets/inbreast/INbreast Release 1.0/AllDICOMs/22679008_b9a4da5f2dae63a9_MG_R_ML_ANON.dcm,True,,a8cb5f34e73af84f387e89db6314764ed2238c276dedeb25d9c72850609de1d0,63bdb8c83f39ae13bee280df841f80497bce1fd9b07e2c006621c9bb80cd4a37,uint16,4084,3328,0.0,2951.0,528.2369384765625,703.373779296875,0.37119388573137196,False
